Name	Description	Accession	cog_table	EG18NEC_Bin13	EG18NEC_Bin8	EG18NEC_Bin12	EG18NEC_Bin13	EG18NEC_Bin8
COG4989	Predicted oxidoreductase	COG4989	Predicted oxidoreductase	1	0	1	1	0
COG4991	Uncharacterized protein with a bacterial SH3 domain homologue	COG4991	Uncharacterized protein with a bacterial SH3 domain homologue	0	0	1	0	0
ArgD	Ornithine/acetylornithine aminotransferase	COG4992	Ornithine/acetylornithine aminotransferase	1	1	2	1	1
NtrY	Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation	COG5000	Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation	1	1	2	1	1
COG5001	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	COG5001	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	0	1	4	0	1
VicK	Signal transduction histidine kinase	COG5002	Signal transduction histidine kinase	1	0	1	1	0
MrcA	Membrane carboxypeptidase/penicillin-binding protein	COG5009	Membrane carboxypeptidase/penicillin-binding protein	1	1	1	1	1
TadD	Flp pilus assembly protein TadD, contains TPR repeats	COG5010	Flp pilus assembly protein TadD, contains TPR repeats	1	0	1	1	0
COG5012	Predicted cobalamin binding protein	COG5012	Predicted cobalamin binding protein	1	1	2	1	1
NarG	Nitrate reductase alpha subunit	COG5013	Nitrate reductase alpha subunit	0	0	1	0	0
ATM1	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components	COG5265	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components	1	1	1	1	1
MDN1	AAA ATPase containing von Willebrand factor type A (vWA) domain	COG5271	AAA ATPase containing von Willebrand factor type A (vWA) domain	0	0	2	0	0
COG5281	Phage-related minor tail protein	COG5281	Phage-related minor tail protein	1	0	1	1	0
COG5285	Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin	COG5285	Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin	2	2	2	2	2
COG5317	Uncharacterized protein conserved in bacteria	COG5317	Uncharacterized protein conserved in bacteria	1	0	1	1	0
COG5319	Uncharacterized protein conserved in bacteria	COG5319	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG5321	Uncharacterized protein conserved in bacteria	COG5321	Uncharacterized protein conserved in bacteria	1	0	1	1	0
COG5323	Uncharacterized conserved protein	COG5323	Uncharacterized conserved protein	1	0	1	1	0
COG5328	Uncharacterized protein conserved in bacteria	COG5328	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG5330	Uncharacterized protein conserved in bacteria	COG5330	Uncharacterized protein conserved in bacteria	1	1	2	1	1
COG5336	Uncharacterized protein conserved in bacteria	COG5336	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG5338	Uncharacterized protein conserved in bacteria	COG5338	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG5342	Invasion protein B, involved in pathogenesis	COG5342	Invasion protein B, involved in pathogenesis	4	2	3	4	2
COG5343	Uncharacterized protein conserved in bacteria	COG5343	Uncharacterized protein conserved in bacteria	1	0	1	1	0
COG5345	Uncharacterized protein conserved in bacteria	COG5345	Uncharacterized protein conserved in bacteria	0	1	2	0	1
COG5349	Uncharacterized protein conserved in bacteria	COG5349	Uncharacterized protein conserved in bacteria	2	2	2	2	2
COG5350	Predicted protein tyrosine phosphatase	COG5350	Predicted protein tyrosine phosphatase	1	1	1	1	1
COG5352	Uncharacterized protein conserved in bacteria	COG5352	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG5360	Uncharacterized protein conserved in bacteria	COG5360	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG5373	Predicted membrane protein	COG5373	Predicted membrane protein	3	1	1	3	1
COG5375	Uncharacterized protein conserved in bacteria	COG5375	Uncharacterized protein conserved in bacteria	1	1	1	1	1
BtaA	S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase	COG5379	S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase	0	0	1	0	0
COG5383	Uncharacterized protein conserved in bacteria	COG5383	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG5385	Uncharacterized protein conserved in bacteria	COG5385	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG5387	Chaperone required for the assembly of the mitochondrial F1-ATPase	COG5387	Chaperone required for the assembly of the mitochondrial F1-ATPase	1	1	1	1	1
COG5388	Uncharacterized protein conserved in bacteria	COG5388	Uncharacterized protein conserved in bacteria	0	0	1	0	0
COG5389	Uncharacterized protein conserved in bacteria	COG5389	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG5394	Uncharacterized protein conserved in bacteria	COG5394	Uncharacterized protein conserved in bacteria	1	0	1	1	0
COG5395	Predicted membrane protein	COG5395	Predicted membrane protein	1	1	1	1	1
COG5400	Uncharacterized protein conserved in bacteria	COG5400	Uncharacterized protein conserved in bacteria	1	1	1	1	1
COG5402	Uncharacterized conserved protein	COG5402	Uncharacterized conserved protein	1	1	1	1	1
COG5403	Uncharacterized conserved protein	COG5403	Uncharacterized conserved protein	1	1	1	1	1
HslV	ATP-dependent protease HslVU (ClpYQ), peptidase subunit	COG5405	ATP-dependent protease HslVU (ClpYQ), peptidase subunit	1	2	1	1	2
COG5426	Uncharacterized membrane protein	COG5426	Uncharacterized membrane protein	1	1	1	1	1
COG5429	Uncharacterized secreted protein	COG5429	Uncharacterized secreted protein	1	1	1	1	1
COG5436	Predicted integral membrane protein	COG5436	Predicted integral membrane protein	1	1	1	1	1
COG5437	Predicted secreted protein	COG5437	Predicted secreted protein	1	1	1	1	1
COG5441	Uncharacterized conserved protein	COG5441	Uncharacterized conserved protein	0	1	1	0	1
FlaF	Flagellar biosynthesis regulator FlaF	COG5442	Flagellar biosynthesis regulator FlaF	0	0	1	0	0
FlbT	Flagellar biosynthesis regulator FlbT	COG5443	Flagellar biosynthesis regulator FlbT	0	0	1	0	0
COG5447	Uncharacterized conserved protein	COG5447	Uncharacterized conserved protein	1	1	1	1	1
COG5448	Uncharacterized conserved protein	COG5448	Uncharacterized conserved protein	1	0	1	1	0
COG5449	Uncharacterized conserved protein	COG5449	Uncharacterized conserved protein	1	1	1	1	1
COG5451	Predicted secreted protein	COG5451	Predicted secreted protein	1	1	1	1	1
COG5452	Uncharacterized conserved protein	COG5452	Uncharacterized conserved protein	1	1	1	1	1
COG5453	Uncharacterized conserved protein	COG5453	Uncharacterized conserved protein	1	1	1	1	1
COG5454	Predicted secreted protein	COG5454	Predicted secreted protein	1	1	1	1	1
COG5456	Predicted integral membrane protein linked to a cation pump	COG5456	Predicted integral membrane protein linked to a cation pump	1	1	1	1	1
COG5457	Uncharacterized conserved small protein	COG5457	Uncharacterized conserved small protein	1	2	4	1	2
COG5458	Uncharacterized conserved protein	COG5458	Uncharacterized conserved protein	1	1	1	1	1
COG5460	Uncharacterized conserved protein	COG5460	Uncharacterized conserved protein	0	0	1	0	0
COG5461	Type IV pili component	COG5461	Type IV pili component	0	0	1	0	0
COG5462	Predicted secreted (periplasmic) protein	COG5462	Predicted secreted (periplasmic) protein	1	1	1	1	1
COG5465	Uncharacterized conserved protein	COG5465	Uncharacterized conserved protein	1	1	1	1	1
COG5467	Uncharacterized conserved protein	COG5467	Uncharacterized conserved protein	1	1	1	1	1
COG5468	Predicted secreted (periplasmic) protein	COG5468	Predicted secreted (periplasmic) protein	1	1	1	1	1
COG5470	Uncharacterized conserved protein	COG5470	Uncharacterized conserved protein	3	2	1	3	2
COG5473	Predicted integral membrane protein	COG5473	Predicted integral membrane protein	1	0	1	1	0
COG5476	Uncharacterized conserved protein	COG5476	Uncharacterized conserved protein	0	0	2	0	0
COG5477	Predicted small integral membrane protein	COG5477	Predicted small integral membrane protein	1	0	1	1	0
COG5480	Predicted integral membrane protein	COG5480	Predicted integral membrane protein	1	1	2	1	1
COG5481	Uncharacterized conserved small protein containing a coiled-coil domain	COG5481	Uncharacterized conserved small protein containing a coiled-coil domain	1	1	1	1	1
COG5482	Uncharacterized conserved protein	COG5482	Uncharacterized conserved protein	0	1	1	0	1
COG5485	Predicted ester cyclase	COG5485	Predicted ester cyclase	3	1	2	3	1
COG5488	Integral membrane protein	COG5488	Integral membrane protein	1	0	1	1	0
COG5490	Uncharacterized conserved protein	COG5490	Uncharacterized conserved protein	0	0	1	0	0
COG5496	Predicted thioesterase	COG5496	Predicted thioesterase	0	0	1	0	0
COG5497	Predicted secreted protein	COG5497	Predicted secreted protein	0	0	1	0	0
COG5500	Predicted integral membrane protein	COG5500	Predicted integral membrane protein	0	1	1	0	1
COG5501	Predicted secreted protein	COG5501	Predicted secreted protein	0	0	1	0	0
COG5508	Uncharacterized conserved small protein	COG5508	Uncharacterized conserved small protein	1	1	1	1	1
COG5515	Uncharacterized conserved small protein	COG5515	Uncharacterized conserved small protein	1	1	1	1	1
COG5553	Predicted metal-dependent enzyme of the double-stranded beta helix superfamily	COG5553	Predicted metal-dependent enzyme of the double-stranded beta helix superfamily	0	0	1	0	0
COG5568	Uncharacterized small protein	COG5568	Uncharacterized small protein	1	0	1	1	0
COG5570	Uncharacterized small protein	COG5570	Uncharacterized small protein	1	1	1	1	1
COG5572	Predicted integral membrane protein	COG5572	Predicted integral membrane protein	0	1	1	0	1
COG5580	Activator of HSP90 ATPase	COG5580	Activator of HSP90 ATPase	0	0	1	0	0
COG5587	Uncharacterized conserved protein	COG5587	Uncharacterized conserved protein	1	0	1	1	0
COG5597	Alpha-N-acetylglucosamine transferase	COG5597	Alpha-N-acetylglucosamine transferase	0	0	1	0	0
COG5598	Trimethylamine:corrinoid methyltransferase	COG5598	Trimethylamine:corrinoid methyltransferase	1	3	2	1	3
COG5614	Bacteriophage head-tail adaptor	COG5614	Bacteriophage head-tail adaptor	1	1	1	1	1
COG5622	Protein required for attachment to host cells	COG5622	Protein required for attachment to host cells	0	0	1	0	0
COG5649	Uncharacterized conserved protein	COG5649	Uncharacterized conserved protein	0	0	1	0	0
COG5653	Protein involved in cellulose biosynthesis (CelD)	COG5653	Protein involved in cellulose biosynthesis (CelD)	0	0	4	0	0
COG5661	Predicted secreted Zn-dependent protease	COG5661	Predicted secreted Zn-dependent protease	2	2	1	2	2
COG5662	Predicted transmembrane transcriptional regulator (anti-sigma factor)	COG5662	Predicted transmembrane transcriptional regulator (anti-sigma factor)	0	0	1	0	0
0	0	COG0025	0	1	2	0	1	2
0	0	COG0053	0	0	1	0	0	1
0	0	COG0066	0	1	1	0	1	1
0	0	COG0145	0	3	1	0	3	1
0	0	COG0146	0	2	1	0	2	1
0	0	COG0160	0	0	1	0	0	1
0	0	COG0194	0	1	1	0	1	1
0	0	COG0230	0	1	1	0	1	1
0	0	COG0252	0	0	1	0	0	1
0	0	COG0270	0	1	2	0	1	2
0	0	COG0284	0	1	1	0	1	1
0	0	COG0381	0	1	1	0	1	1
0	0	COG0400	0	1	1	0	1	1
0	0	COG0462	0	1	1	0	1	1
0	0	COG0470	0	1	1	0	1	1
0	0	COG0471	0	1	1	0	1	1
0	0	COG0535	0	0	1	0	0	1
0	0	COG0582	0	0	3	0	0	3
0	0	COG0611	0	0	1	0	0	1
0	0	COG0656	0	1	1	0	1	1
0	0	COG0677	0	1	1	0	1	1
0	0	COG0693	0	0	1	0	0	1
0	0	COG0759	0	1	1	0	1	1
0	0	COG0842	0	0	1	0	0	1
0	0	COG1004	0	1	1	0	1	1
0	0	COG1014	0	1	1	0	1	1
0	0	COG1033	0	1	1	0	1	1
0	0	COG1089	0	1	1	0	1	1
0	0	COG1142	0	0	1	0	0	1
0	0	COG1145	0	0	3	0	0	3
0	0	COG1180	0	0	1	0	0	1
0	0	COG1234	0	0	1	0	0	1
0	0	COG1257	0	0	1	0	0	1
0	0	COG1295	0	1	1	0	1	1
0	0	COG1304	0	1	1	0	1	1
0	0	COG1331	0	0	1	0	0	1
0	0	COG1355	0	0	1	0	0	1
0	0	COG1357	0	1	2	0	1	2
0	0	COG1358	0	0	1	0	0	1
0	0	COG1368	0	0	1	0	0	1
0	0	COG1384	0	1	1	0	1	1
0	0	COG1399	0	1	1	0	1	1
0	0	COG1432	0	1	1	0	1	1
0	0	COG1446	0	0	1	0	0	1
0	0	COG1493	0	1	1	0	1	1
0	0	COG1510	0	0	2	0	0	2
0	0	COG1512	0	0	1	0	0	1
0	0	COG1610	0	1	1	0	1	1
0	0	COG1704	0	1	1	0	1	1
0	0	COG1709	0	0	1	0	0	1
0	0	COG1832	0	1	1	0	1	1
0	0	COG1838	0	2	1	0	2	1
0	0	COG1861	0	0	1	0	0	1
0	0	COG1881	0	0	1	0	0	1
0	0	COG1943	0	0	1	0	0	1
0	0	COG1951	0	2	1	0	2	1
0	0	COG1953	0	0	1	0	0	1
0	0	COG2062	0	1	1	0	1	1
0	0	COG2067	0	0	1	0	0	1
0	0	COG2070	0	2	2	0	2	2
0	0	COG2071	0	1	1	0	1	1
0	0	COG2078	0	0	1	0	0	1
0	0	COG2089	0	0	1	0	0	1
0	0	COG2145	0	0	1	0	0	1
0	0	COG2150	0	0	1	0	0	1
0	0	COG2172	0	0	1	0	0	1
0	0	COG2208	0	0	1	0	0	1
0	0	COG2270	0	1	2	0	1	2
0	0	COG2271	0	1	2	0	1	2
0	0	COG2272	0	0	1	0	0	1
0	0	COG2327	0	0	1	0	0	1
0	0	COG2336	0	0	1	0	0	1
0	0	COG2337	0	0	1	0	0	1
0	0	COG2414	0	0	1	0	0	1
0	0	COG2510	0	1	1	0	1	1
0	0	COG2512	0	0	1	0	0	1
0	0	COG2826	0	1	1	0	1	1
0	0	COG2845	0	1	1	0	1	1
0	0	COG2864	0	0	1	0	0	1
0	0	COG2905	0	0	1	0	0	1
0	0	COG2998	0	0	1	0	0	1
0	0	COG3005	0	0	1	0	0	1
0	0	COG3043	0	0	1	0	0	1
0	0	COG3062	0	0	1	0	0	1
0	0	COG3063	0	0	3	0	0	3
0	0	COG3070	0	0	1	0	0	1
0	0	COG3119	0	1	2	0	1	2
0	0	COG3173	0	1	1	0	1	1
0	0	COG3187	0	0	1	0	0	1
0	0	COG3247	0	0	1	0	0	1
0	0	COG3287	0	0	1	0	0	1
0	0	COG3292	0	0	1	0	0	1
0	0	COG3311	0	0	1	0	0	1
0	0	COG3381	0	0	1	0	0	1
0	0	COG3391	0	0	1	0	0	1
0	0	COG3415	0	2	2	0	2	2
0	0	COG3451	0	1	1	0	1	1
0	0	COG3455	0	0	1	0	0	1
0	0	COG3456	0	0	1	0	0	1
0	0	COG3473	0	2	1	0	2	1
0	0	COG3501	0	0	1	0	0	1
0	0	COG3505	0	1	1	0	1	1
0	0	COG3516	0	0	1	0	0	1
0	0	COG3517	0	0	1	0	0	1
0	0	COG3518	0	0	1	0	0	1
0	0	COG3519	0	0	1	0	0	1
0	0	COG3520	0	0	1	0	0	1
0	0	COG3521	0	0	1	0	0	1
0	0	COG3522	0	0	1	0	0	1
0	0	COG3523	0	0	1	0	0	1
0	0	COG3550	0	1	1	0	1	1
0	0	COG3565	0	1	1	0	1	1
0	0	COG3609	0	0	1	0	0	1
0	0	COG3629	0	0	1	0	0	1
0	0	COG3631	0	0	1	0	0	1
0	0	COG3660	0	1	1	0	1	1
0	0	COG3665	0	0	1	0	0	1
0	0	COG3668	0	0	2	0	0	2
0	0	COG3676	0	0	1	0	0	1
0	0	COG3698	0	1	1	0	1	1
0	0	COG3738	0	0	1	0	0	1
0	0	COG3757	0	2	1	0	2	1
0	0	COG3762	0	0	1	0	0	1
0	0	COG3813	0	0	1	0	0	1
0	0	COG3822	0	0	1	0	0	1
0	0	COG3825	0	1	2	0	1	2
0	0	COG3883	0	0	1	0	0	1
0	0	COG3887	0	0	1	0	0	1
0	0	COG3899	0	1	1	0	1	1
0	0	COG3909	0	0	1	0	0	1
0	0	COG3934	0	0	1	0	0	1
0	0	COG4099	0	0	1	0	0	1
0	0	COG4106	0	1	1	0	1	1
0	0	COG4135	0	1	1	0	1	1
0	0	COG4136	0	1	1	0	1	1
0	0	COG4158	0	0	1	0	0	1
0	0	COG4188	0	1	1	0	1	1
0	0	COG4226	0	0	1	0	0	1
0	0	COG4227	0	1	2	0	1	2
0	0	COG4231	0	1	1	0	1	1
0	0	COG4298	0	0	1	0	0	1
0	0	COG4459	0	0	1	0	0	1
0	0	COG4576	0	0	1	0	0	1
0	0	COG4577	0	0	1	0	0	1
0	0	COG4581	0	0	1	0	0	1
0	0	COG4585	0	0	1	0	0	1
0	0	COG4662	0	0	1	0	0	1
0	0	COG4731	0	1	1	0	1	1
0	0	COG4816	0	0	1	0	0	1
0	0	COG4912	0	0	1	0	0	1
0	0	COG4929	0	0	1	0	0	1
0	0	COG4993	0	1	1	0	1	1
0	0	COG5331	0	1	1	0	1	1
0	0	COG5424	0	0	1	0	0	1
0	0	COG5489	0	0	1	0	0	1
0	0	COG5507	0	0	1	0	0	1
0	0	COG5567	0	0	1	0	0	1
0	0	COG5586	0	1	1	0	1	1
0	0	COG5617	0	0	1	0	0	1
0	0	COG0121	0	1	0	0	1	0
0	0	COG0241	0	1	0	0	1	0
0	0	COG0279	0	1	0	0	1	0
0	0	COG0300	0	3	0	0	3	0
0	0	COG0367	0	2	0	0	2	0
0	0	COG0370	0	1	0	0	1	0
0	0	COG0373	0	1	0	0	1	0
0	0	COG0380	0	1	0	0	1	0
0	0	COG0385	0	2	0	0	2	0
0	0	COG0529	0	1	0	0	1	0
0	0	COG0598	0	1	0	0	1	0
0	0	COG0631	0	1	0	0	1	0
0	0	COG0668	0	2	0	0	2	0
0	0	COG0701	0	1	0	0	1	0
0	0	COG0783	0	1	0	0	1	0
0	0	COG0786	0	1	0	0	1	0
0	0	COG0846	0	1	0	0	1	0
0	0	COG0859	0	1	0	0	1	0
0	0	COG1075	0	1	0	0	1	0
0	0	COG1088	0	1	0	0	1	0
0	0	COG1134	0	1	0	0	1	0
0	0	COG1179	0	1	0	0	1	0
0	0	COG1209	0	1	0	0	1	0
0	0	COG1236	0	1	0	0	1	0
0	0	COG1262	0	1	0	0	1	0
0	0	COG1272	0	1	0	0	1	0
0	0	COG1284	0	1	0	0	1	0
0	0	COG1285	0	1	0	0	1	0
0	0	COG1305	0	1	0	0	1	0
0	0	COG1408	0	1	0	0	1	0
0	0	COG1487	0	1	0	0	1	0
0	0	COG1506	0	1	0	0	1	0
0	0	COG1563	0	1	0	0	1	0
0	0	COG1598	0	1	0	0	1	0
0	0	COG1682	0	1	0	0	1	0
0	0	COG1715	0	1	0	0	1	0
0	0	COG1793	0	1	0	0	1	0
0	0	COG1806	0	1	0	0	1	0
0	0	COG1829	0	1	0	0	1	0
0	0	COG1834	0	1	0	0	1	0
0	0	COG1877	0	1	0	0	1	0
0	0	COG1878	0	1	0	0	1	0
0	0	COG1897	0	1	0	0	1	0
0	0	COG2002	0	1	0	0	1	0
0	0	COG2072	0	1	0	0	1	0
0	0	COG2076	0	1	0	0	1	0
0	0	COG2114	0	9	0	0	9	0
0	0	COG2132	0	1	0	0	1	0
0	0	COG2175	0	1	0	0	1	0
0	0	COG2184	0	1	0	0	1	0
0	0	COG2194	0	1	0	0	1	0
0	0	COG2211	0	1	0	0	1	0
0	0	COG2307	0	1	0	0	1	0
0	0	COG2308	0	1	0	0	1	0
0	0	COG2311	0	1	0	0	1	0
0	0	COG2317	0	1	0	0	1	0
0	0	COG2318	0	1	0	0	1	0
0	0	COG2343	0	2	0	0	2	0
0	0	COG2453	0	1	0	0	1	0
0	0	COG2514	0	1	0	0	1	0
0	0	COG2723	0	1	0	0	1	0
0	0	COG2738	0	1	0	0	1	0
0	0	COG2808	0	1	0	0	1	0
0	0	COG2813	0	1	0	0	1	0
0	0	COG2819	0	1	0	0	1	0
0	0	COG2827	0	2	0	0	2	0
0	0	COG2849	0	2	0	0	2	0
0	0	COG2855	0	1	0	0	1	0
0	0	COG2870	0	1	0	0	1	0
0	0	COG2937	0	1	0	0	1	0
0	0	COG2943	0	1	0	0	1	0
0	0	COG2944	0	1	0	0	1	0
0	0	COG2948	0	1	0	0	1	0
0	0	COG2962	0	1	0	0	1	0
0	0	COG2994	0	1	0	0	1	0
0	0	COG3131	0	1	0	0	1	0
0	0	COG3135	0	1	0	0	1	0
0	0	COG3145	0	1	0	0	1	0
0	0	COG3238	0	1	0	0	1	0
0	0	COG3255	0	1	0	0	1	0
0	0	COG3283	0	1	0	0	1	0
